gene,logFC,p_value,adj_p_value
204617_s_at,0.6502841609946177,4.458101179271418e-11,4.984438965263673e-10
204618_s_at,0.6686405005879017,2.7005954688310576e-06,6.14807609644079e-06
204619_s_at,0.9361776990014778,1.079709349536245e-05,2.1439283047332157e-05
204620_s_at,0.8931650415783192,1.419520338133571e-06,3.4539388179329943e-06
204621_s_at,0.44654661320146083,0.010004630428536014,0.01197728361032977
204622_x_at,0.7471443748142281,4.062303650206754e-10,2.9983541648743657e-09
204623_at,0.49615811846892477,0.07950392055716762,0.0866174087799035
204624_at,0.6219942135837364,1.5252830776650379e-09,9.190882320067615e-09
204625_s_at,0.45707416511036136,4.5763069774068815e-06,9.863982238107714e-06
204626_s_at,0.3578179869702094,0.06300557971644978,0.06927629195804058
204627_s_at,1.1404264319103232,2.2456948651360117e-07,6.746773450158521e-07
204628_s_at,0.3254450820404031,0.000551567423419148,0.0007941188147605399
204629_at,0.5815726034171131,6.433419642486792e-06,1.3435821822663608e-05
204630_s_at,0.08694838130605476,0.5575421771934916,0.5686169771798515
204631_at,0.6461562350964218,4.097302026646921e-10,3.0171903853196742e-09
204632_at,0.75945072722571,4.479762132461616e-06,9.679292116517231e-06
204633_s_at,0.17733750414462346,0.19575428311498536,0.20631882937523502
204634_at,0.6491907300042694,6.218742648215537e-07,1.6573644591578377e-06
204635_at,0.655711486916319,3.865624855571991e-08,1.449397924561849e-07
204636_at,0.8807648005768405,4.002014220923531e-09,2.0676300228341996e-08
204637_at,0.8939367541381031,2.0017842971465306e-07,6.105359908748445e-07
204638_at,0.7142471290082923,2.5435770858452494e-06,5.8293251263899715e-06
204639_at,1.2481098457265016,5.8058069043192225e-11,6.14588100945108e-10
204640_s_at,0.8427612657543353,5.688381588282278e-12,9.707463170019435e-11
204641_at,0.4842433529903776,0.0031768247895993316,0.004058342642412471
204642_at,0.5334104245307731,0.03201758418530588,0.03629854125673727
204643_s_at,0.524452903120304,0.0007229767398814722,0.0010206595726545138
204644_at,0.7877666377357375,0.00015876111307921612,0.0002506499846070691
204645_at,0.38539283154699966,0.004059607171571543,0.005122033101417173
204646_at,0.9491246172202707,7.127326839662889e-09,3.381649787491181e-08
204647_at,0.3383689129207781,0.13349088767736864,0.14263138096930258
204648_at,0.5840044102600199,1.2732439848649808e-07,4.109457664360714e-07
204649_at,0.388302607099579,0.004223962052404957,0.005316756844248978
204650_s_at,0.6614472436897554,5.585404002910383e-13,1.6354738159901717e-11
204651_at,0.8239831333569274,2.688559765678494e-14,1.781691436005063e-12
204652_s_at,0.1335261152654459,0.3164862359459178,0.32842466332524034
204653_at,0.2183162937570735,0.2943403528142604,0.30599916402725413
204654_s_at,0.7424302508097673,4.660596350321268e-07,1.281649617107353e-06
204655_at,0.8205278580007835,2.0105329971902233e-08,8.22484060517528e-08
204656_at,0.60364591836999,4.020646599857013e-05,7.07845999720422e-05
204657_s_at,0.553127954843335,2.0660763359598783e-06,4.853350500063899e-06
204658_at,0.6759222716004558,1.9132039554336407e-09,1.1090510858201825e-08
204659_s_at,0.5471470699259342,0.00022461777341166913,0.00034520710703719035
204660_at,0.5609800456564873,3.755336225285548e-09,1.962940584284257e-08
204661_at,0.8376898746827646,9.55799305190006e-07,2.4240924103743344e-06
204662_at,0.9554812599243467,0.001647876182341191,0.0021933949567593787
204663_at,0.6335505012608404,0.002492611204841459,0.0032367631397134168
204664_at,0.3340672676276242,0.002877151300351744,0.003699455419834848
204665_at,0.6693902929312472,1.7041325937095746e-12,3.770922203141058e-11
204666_s_at,1.096865469296091,5.54318239198408e-08,1.9896703163753424e-07
204667_at,0.5923308518450572,3.2721016751643546e-07,9.378986574181543e-07
204668_at,0.3487514979235371,0.0260498020392936,0.029790492114014848
204669_s_at,0.5277783994022522,6.251017842394886e-08,2.2115754602558936e-07
204670_x_at,0.9514609787055619,4.22346044964542e-10,3.097806754425573e-09
204671_s_at,0.5842197611321254,0.0005583452904505631,0.0008035138276356173
204672_s_at,0.6573928400586233,0.0001689492013796808,0.00026551202865811606
204673_at,0.5595751704031215,0.0002767186116922177,0.00041915035173255977
204674_at,0.8409997179824273,4.872842715499666e-08,1.7779851683228926e-07
204675_at,1.2998005413509244,2.999076290138427e-06,6.7558043846698925e-06
204676_at,1.381355628645104,1.5936802965500418e-11,2.1819205043364282e-10
204677_at,0.5197812126568371,0.0328354548628654,0.03718603581567542
204678_s_at,0.7238283155916116,7.399975939676395e-13,2.0232351394332408e-11
204679_at,0.6051094377494017,0.0008691259303359674,0.0012098159111491981
204680_s_at,0.8135181752643241,3.321700076619339e-09,1.7640000669044026e-08
204681_s_at,0.6237171181826291,0.00035416737707409413,0.000526197603903323
204682_at,0.7723633327114072,6.809406359612699e-07,1.7959151308376333e-06
204683_at,0.5992029751873087,0.0005444194072492919,0.0007845371306820133
204684_at,0.9566393827545916,6.40355783327981e-06,1.3389088532481776e-05
204685_s_at,1.181493457842576,7.823605155868523e-13,2.118267238009943e-11
204686_at,0.6702278734346656,4.0409050717860923e-07,1.130205694924181e-06
204687_at,0.7311148813375699,1.1057268760773815e-12,2.7529510591767924e-11
204688_at,0.6721300588594836,6.596132065718874e-05,0.00011162029983324245
204689_at,0.5614119199031968,3.054099907389705e-05,5.508256433538227e-05
204690_at,0.6276713066098409,5.395482009589877e-09,2.66757323318596e-08
204691_x_at,0.72958401288275,5.225358890964867e-08,1.8880601940549722e-07
204692_at,0.48676822857095914,3.601987278684608e-05,6.4010752477015e-05
204693_at,0.9287522026700898,1.478574654946889e-17,1.1880546847365342e-14
204694_at,1.175517470527394,7.406013615664262e-08,2.5573872834006936e-07
204695_at,0.7461291878460088,1.0623948193752917e-13,4.801895286032378e-12
204696_s_at,0.8214472455634381,3.547034150022004e-06,7.853593200013942e-06
204697_s_at,0.46037942158557943,0.0248864955889551,0.02852895262931817
204698_at,0.6075552525677628,3.4669738097938126e-08,1.3205910667288125e-07
204699_s_at,0.844560847524745,3.1791770102827703e-06,7.113324763543626e-06
204700_x_at,0.8524923793851134,0.00020957824929194657,0.0003240236748945879
204701_s_at,0.8592541113017171,4.385626856330049e-10,3.1988518245369064e-09
204702_s_at,0.6678700866308738,1.4081729402103539e-05,2.723103152539036e-05
204703_at,0.7692302381704046,5.3279132140866765e-12,9.255140211548818e-11
204704_s_at,0.9038769434807907,1.4849921173762154e-05,2.8555470617444087e-05
204705_x_at,0.6312808738753901,2.249792189159851e-07,6.758171926536662e-07
204706_at,0.6790585417882422,1.6903559834131812e-07,5.259173747332577e-07
204707_s_at,0.7950717159462464,6.160347380566402e-06,1.2925708162067904e-05
204708_at,0.5660213789301194,0.00207824421748616,0.00272553209924337
204709_s_at,0.5104020426873834,0.01924733160496263,0.022321655571634343
204710_s_at,0.6965037857343326,2.0688316229356467e-15,2.974179035733872e-13
204711_at,0.591511119012397,0.0007263524461246193,0.0010249057470234863
204712_at,0.6182182222131853,0.00035661391800956597,0.0005292678789800958
204713_s_at,-0.11339682301658272,0.4520597465816394,0.4640980111992016
204714_s_at,0.9495518787929775,2.5824967206609553e-06,5.906371182026898e-06
204715_at,0.9457085045666709,2.628951392689351e-11,3.2708500214012734e-10
204716_at,0.7371971056690292,1.2251353740931329e-12,2.9609209914226984e-11
204717_s_at,1.0732243797923235,8.881493737409212e-09,4.101685491205999e-08
204718_at,0.4913632841890063,0.00012146502732207516,0.0001959338075757412
204719_at,1.0746945541535133,0.019133644809254446,0.022193275065567477
204720_s_at,0.5375507565639026,0.007341534574317003,0.008940887299530294
204721_s_at,0.6725301621818591,7.652324373871912e-08,2.631531620623522e-07
204722_at,0.5009355188753135,0.0002050930443981987,0.00031747747886940337
204723_at,0.2487412682500505,0.05123604255862577,0.05683173559330271
204724_s_at,0.2966296528459722,0.007843479175319627,0.009517329909804358
204725_s_at,0.6618572861339445,5.43513950281996e-07,1.4696179291510393e-06
204726_at,0.25705496529193095,0.03492884710161962,0.03942654880529811
204727_at,0.7051850920716838,2.7681958918885025e-06,6.2839964403984825e-06
204728_s_at,0.4812180027805031,0.0023988471614724643,0.003122649333981243
204729_s_at,0.5030218099885779,0.022179802846897464,0.02555626179416806
204730_at,0.5087886671163613,0.0013466752677277621,0.0018170127151545701
204731_at,0.5695518676307003,0.06420115340276276,0.07053169162716377
204732_s_at,0.9264108959902835,1.5823986423220314e-06,3.8082502372677207e-06
204733_at,0.5669317657493274,0.0024400277443697308,0.00317365971444027
204734_at,-0.2024887733263352,0.5153430195813131,0.5268576117329051
204735_at,0.373406096304457,0.001148802872819072,0.00156864847202815
204736_s_at,0.4694645273478031,0.009674793800045949,0.011607981383072575
204737_s_at,-0.10959575008323608,0.5227369669402266,0.5341716882660309
204738_s_at,0.24280049010885563,0.23689649054391515,0.24810887849173066
204739_at,0.5572974646663429,8.812491029439769e-08,2.977539614996306e-07
204740_at,0.640533565915554,7.668037608595725e-05,0.00012823030546516964
204741_at,0.40125627131555497,0.00016558261888305383,0.0002606440729422922
204742_s_at,0.55826668175626,0.0018759447637527625,0.0024775768830430775
204743_at,0.6715211127314138,2.9541393688669464e-05,5.3425309897179225e-05
204744_s_at,0.8034067438156001,0.000760680526021178,0.0010689439466059097
204745_x_at,0.4383589806266013,0.014242069059339961,0.016759401396771883
204746_s_at,0.7341117193398716,1.5379426932476445e-05,2.9477014479302654e-05
204747_at,0.7222245520978365,3.935070505575555e-06,8.616860856499617e-06
204748_at,0.6822263888655122,2.3087892490560244e-07,6.906531190322915e-07
204749_at,1.0618702917690204,1.4424629111596124e-08,6.184799124373609e-08
204750_s_at,0.640637341364763,1.2544384867960512e-05,2.4504824056523547e-05
204751_x_at,0.5528338132347539,7.4817171358717e-06,1.5390980699651875e-05
204752_x_at,0.3637966925667815,1.8797941280308363e-05,3.540482846328385e-05
204753_s_at,0.544614352734377,0.008154102808755077,0.009879179691577282
204754_at,0.1830557648426563,0.26875785942041086,0.2803975738114531
204755_x_at,0.44590937547110165,0.021609599154442983,0.024932775744754984
204756_at,0.5535440576603694,0.00010170946542015519,0.00016625528300743238
204757_s_at,0.5408518579706119,1.2181443043343407e-06,3.007635405371979e-06
204758_s_at,0.40751463162360224,6.306615992512394e-06,1.3208978678555661e-05
204759_at,0.5825598800640197,0.0005868987799551675,0.0008413449249704707
204760_s_at,1.2499674862071082,1.5138660035628192e-07,4.774731232468549e-07
204761_at,-0.16544914198116345,0.4398251459361956,0.45191237731803596
204762_s_at,0.5469306292580676,3.0256206345923957e-13,1.0199682995555575e-11
204763_s_at,0.7328037600466963,1.8643679743294678e-07,5.732539198562651e-07
204764_at,1.0262801015728034,8.050012250069601e-09,3.760553940635239e-08
204765_at,0.5067058700956046,7.457630137040794e-05,0.00012501194037740167
204766_s_at,0.6488811601200144,1.908539233227839e-07,5.848986347684767e-07
204767_s_at,0.3942680038852622,0.012874885888950348,0.015221301053877366
204768_s_at,0.5952412575622823,6.3619302124443864e-06,1.3311069570319085e-05
204769_s_at,0.6846585679451458,0.0008023850601967319,0.001123228187986165
204770_at,0.813701010275329,7.259051290489531e-07,1.9009688553999085e-06
204771_s_at,0.7323715466673395,4.18524048239755e-11,4.722010818696943e-10
204772_s_at,0.580334085566605,0.00034685646016346624,0.000516506448932272
204773_at,0.7056247206050568,0.009974848939637657,0.011944838721084797
204774_at,0.6664992345395753,5.5647291040812035e-09,2.7415179886411997e-08
204775_at,0.4729891382230038,4.842721928469705e-06,1.0381986985962138e-05
204776_at,0.7355249492508911,0.0009434515161133107,0.0013043138189324298
204777_s_at,0.6113683152324185,2.484637224502773e-09,1.3786148225496834e-08
204778_x_at,0.9413912257076023,5.52365148665401e-05,9.484013413246363e-05
204779_s_at,0.6552014103401582,0.00017331293076374945,0.00027173740755760125
204780_s_at,0.3412019265651889,0.08880917001953312,0.09633877246087559
204781_s_at,0.36706993907008556,0.022444012778026292,0.025843320418187262
204782_at,0.3183816089881333,0.024486711148165495,0.028095226018977997
204783_at,0.6411994313451324,1.0965264372493244e-09,6.935537496800085e-09
204784_s_at,0.7291905894567776,2.731052061107897e-07,8.009480531411854e-07
204785_x_at,-0.004604486852805678,0.9817946072042557,0.9822795093540064
204786_s_at,1.1862611094218742,2.6563763344223558e-14,1.7722165826327351e-12
204787_at,0.7878383474110482,1.1617877823778105e-08,5.1273751544315214e-08
204788_s_at,1.2226696986415604,5.866228487783262e-10,4.1183733268202394e-09
204789_at,0.751104339673871,1.2153680394934136e-07,3.947820120121244e-07
204790_at,0.49790699171321684,0.0027387237216929578,0.003533698939808001
204791_at,0.3951088346685676,0.0012386329482261212,0.0016818267007082238
204792_s_at,0.7391152341777616,6.494392759691666e-10,4.491451082067331e-09
204793_at,0.5129932776736155,0.0005986480703182847,0.0008571736122246263
204794_at,0.14802088763061239,0.3538245322321266,0.3659274135212326
204795_at,0.7632835634963095,3.3898779114275883e-12,6.496049749000246e-11
204796_at,0.9185722698697241,0.0004666500821831245,0.0006791433466975745
204797_s_at,0.671392060036105,4.341536122464539e-08,1.607734789942933e-07
204798_at,0.3116999825883493,0.20152143939601896,0.21214566790852682
204799_at,0.6587926365970214,1.718713137995302e-05,3.26218780698035e-05
204800_s_at,0.9268513063389845,8.263440897875193e-05,0.0001373111510271088
204801_s_at,0.18194681553675984,0.17114215432028335,0.18124426713173677
204802_at,0.16124847404808218,0.2673206084581395,0.27892419546135616
204803_s_at,0.8431778999475794,0.00045695388004306323,0.000665945278548043
204804_at,0.6467892769378984,2.4104742504660554e-09,1.3431507307610681e-08
204805_s_at,0.4333205519696941,0.00025382267223963197,0.0003870213908249432
204806_x_at,1.1090559355152596,1.5265167314801274e-10,1.3482113486948743e-09
204807_at,0.46435432475779237,0.001688922979052376,0.0022445440891169614
204808_s_at,0.2723603896408626,0.11481309983061459,0.12331920869206522
204809_at,0.7523595415652391,1.115519433440013e-09,7.027740892096073e-09
204810_s_at,0.7633955523454752,1.8470353036103228e-05,3.4834945129368444e-05
204811_s_at,0.4143261398280256,0.0985616005890078,0.10646927215071073
204812_at,0.7077185930437064,3.667823702787522e-11,4.263438475180717e-10
204813_at,0.5950477817114805,8.740703442980062e-07,2.2415593833574026e-06
204814_at,0.8738670097678227,3.6598642848255124e-10,2.7588888991463767e-09
204815_s_at,0.5576474335656316,0.000762962519516525,0.0010719479080950017
204816_s_at,0.701811002601711,1.4973481326009573e-08,6.385724103109499e-08
204817_at,0.7457668008739571,2.521527126158725e-06,5.785932339840888e-06
204818_at,0.6242691631616522,0.0016866698280714027,0.0022420845778747876
204819_at,0.5575126851200718,0.0003562606919154657,0.0005288493103692174
204820_s_at,0.9070846245233,1.270861236112948e-06,3.122915849614559e-06
204821_at,0.6748787313931306,3.164824068343793e-05,5.691830081913214e-05
204822_at,0.5733503899232488,0.002610485137381108,0.003379782715487957
204823_at,0.07504712964685112,0.6619520183531479,0.6716883800074315
204824_at,0.44618192611960783,0.00035323909302452296,0.00052499344426502
204825_at,0.7084974188466635,0.03821106994793512,0.042963834476225565
204826_at,0.38159589908398317,0.03979456806958025,0.044649665674443936
204827_s_at,0.41063471510992233,2.3280214444519566e-05,4.303218734692903e-05
204828_at,1.0201175480125126,1.160102599145809e-07,3.7854101942840914e-07
204829_s_at,0.8399392702424144,1.3001363579282322e-06,3.1892270435617347e-06
204830_x_at,0.6732298413479061,7.492227626446662e-09,3.5333186920658404e-08
204831_at,0.4520226519667556,3.715775155538268e-05,6.589623381683983e-05
204832_s_at,0.8825992447978681,1.332089804273543e-08,5.7715257842946454e-08
204833_at,0.8150083122013987,9.74542912624121e-08,3.2455148291740075e-07
204834_at,0.7653131939042925,3.428546298003167e-06,7.614701201874272e-06
204835_at,0.3011650912805912,0.06759353212073332,0.07407961224898194
204836_at,0.595390513743066,1.732193626714634e-05,3.286374677231349e-05
204837_at,0.6525406575462238,7.319663674198017e-12,1.1827705993629762e-10
204838_s_at,0.5393859122637288,1.2856989566239597e-06,3.1579838900409717e-06
204839_at,0.6787903468254655,1.0015170225642944e-12,2.5651498636551925e-11
204840_s_at,0.7505912890505568,6.885183493832513e-06,1.4278505704334099e-05
204841_s_at,0.8414718771738006,1.662597134351344e-08,6.973019376011858e-08
204842_x_at,0.44155753954176014,0.0014440857253778477,0.0019399868703559764
204843_s_at,0.6832436103956852,1.6082881376159069e-06,3.864296373786419e-06
204844_at,0.5497216297706089,0.005942791522498174,0.007326319418856256
204845_s_at,0.9163559202395808,3.7497706940004984e-07,1.0580744633963925e-06
204846_at,0.5113682186266209,0.006582346940499136,0.008066569701102252
204847_at,0.8086481494490183,2.298273114629832e-07,6.879691001248864e-07
204848_x_at,0.6461007910163152,0.0027260823147962697,0.0035188143555931924
204849_at,0.8136978411390361,1.259626091274448e-06,3.0994090317876023e-06
204850_s_at,0.01106890070924571,0.9295719733636477,0.9320397895276351
204851_s_at,0.34104289788449194,0.1746298665837901,0.1847885514809856
204852_s_at,0.44947978301851776,0.0017613430849978205,0.0023360518994706525
204853_at,1.1154007831922383,2.230849582998613e-06,5.194902420102214e-06
204854_at,0.3115786310969071,0.018412238624273554,0.021397721563820152
204855_at,0.4119204753075367,0.02377684144142965,0.027303239259952428
204856_at,0.3142490321122553,0.003898009612614467,0.004928469598155252
204857_at,0.8531532997662596,2.0090337795482356e-09,1.1537963842699314e-08
204858_s_at,0.848182767874615,1.9634594562931565e-05,3.680639948227509e-05
204859_s_at,0.659174753245102,4.096348717719066e-11,4.640515428415554e-10
204860_s_at,0.713820596984517,5.028291544140652e-07,1.3714249752519726e-06
204861_s_at,0.03491553919860202,0.9109504598360763,0.9142327206470876
204862_s_at,0.5218506177573579,0.030252021794864886,0.0343878896931579
204863_s_at,-0.022170979095321286,0.9221399776231503,0.9247961259002051
204864_s_at,0.8869711893020185,1.4464913779128579e-05,2.7882497728401566e-05
204865_at,1.2277618271623263,0.0006552041333590575,0.0009318895579013135
204866_at,0.7414847175848829,0.00035566578768077674,0.0005281773240180438
204867_at,0.46821471605383813,1.8723994165526403e-07,5.752471556465253e-07
204868_at,0.5195150846893766,0.01931189543980276,0.02239420098278127
204869_at,0.5784699808050462,3.822979145338424e-06,8.403614905354258e-06
204870_s_at,0.2688551207515095,0.039180897215925575,0.043994352867849314
204871_at,0.7118341459147386,0.003386102281564747,0.00431083340799333
204872_at,-0.13088267565021994,0.4810208547250394,0.49287661313459574
204873_at,0.37631699623681225,0.048025949546531735,0.05344664804202001
204874_x_at,0.6363436606463475,6.267911474058461e-09,3.0329613762528705e-08
204875_s_at,0.2253084107978678,0.29332905775020046,0.3050331992648738
204876_at,0.763331498355865,1.2577807113167945e-05,2.4563652576925618e-05
204877_s_at,0.783189133043126,0.0020946436873987813,0.00274590806484922
204878_s_at,0.49483704851371524,0.023217908707393802,0.026691671037860812
204879_at,0.6545668457121998,5.7355769414586435e-05,9.824418555348062e-05
204880_at,0.7484208350872903,0.0003163985306921387,0.00047428916645899267
204881_s_at,0.7192072699136158,5.032256050479375e-05,8.709418374588886e-05
204882_at,0.5383971603497297,2.6441174682274805e-06,6.029973344029571e-06
204883_s_at,0.684280293202292,1.4976516446317596e-07,4.731143027927456e-07
204884_s_at,0.8631463653874301,0.0001211258967316946,0.00019549821504218098
204885_s_at,0.7002493644141525,6.97585238046124e-07,1.8350008097487643e-06
204886_at,0.526977890669813,0.0023563755985619586,0.003070771241754262
204887_s_at,0.10263275552416751,0.506368468285872,0.517943932926972
204888_s_at,0.5867761455484466,1.863539771604973e-08,7.702700191184125e-08
204889_s_at,0.6253617281050516,1.5410429838547213e-07,4.850149831812818e-07
204890_s_at,0.6745286858762594,3.073901035803239e-05,5.540680782657898e-05
204891_s_at,0.11504192151642734,0.4449380756602448,0.4569761771726233
204892_x_at,0.68666809425895,1.5987118802226194e-10,1.3998702933276517e-09
204893_s_at,0.7768190511749324,4.032597830927593e-06,8.807054539504022e-06
204894_s_at,0.5786767073619874,0.06017081226573075,0.06628039990692958
204895_x_at,0.28523816045362604,0.08635839917362942,0.09377798288430723
204896_s_at,0.7477817829378042,2.811084871739498e-09,1.5292823290276182e-08
204897_at,0.7045433753728254,0.00010285357385188406,0.00016801094317343168
204898_at,0.7424210211269031,3.133701476372218e-08,1.2083106073369463e-07
204899_s_at,0.41379714052071925,0.0031361315182504295,0.004010698956678967
204900_x_at,0.39371612407861534,0.14629289609798482,0.1557796331717192
204901_at,0.6607388794844224,4.410128723441481e-06,9.540863916936555e-06
204902_s_at,0.12269380818056508,0.31203035341740537,0.3238459415556611
204903_x_at,0.46079364909343923,0.000983707656775755,0.0013566009231299758
204904_at,0.7272454092943761,1.2522647647718801e-12,3.006919801014203e-11
204905_s_at,0.8304104410019484,6.911287237343407e-09,3.2956176655194335e-08
204906_at,0.6520850596466428,2.9059097786940683e-11,3.5383818359912524e-10
204907_s_at,0.1293803759787755,0.36814165650202824,0.38020488189815976
204908_s_at,0.8116452344135672,0.01525674721721325,0.017896720269591642
204909_at,0.48032224411801927,0.0006588473874510176,0.000936712584353412
204910_s_at,0.4807397580550523,0.013483201186212775,0.015903354437453908
204911_s_at,1.136939293689668,3.024913977450279e-11,3.6541629781893217e-10
204912_at,0.8289562961754271,8.097612244251572e-10,5.402368073013706e-09
204913_s_at,0.8173622219876115,1.3832073261912663e-12,3.224059503087865e-11
204914_s_at,0.7122719243881548,2.916446894117444e-05,5.2826521006030736e-05
204915_s_at,0.9587995782002974,4.9101898945020345e-08,1.7883910006405498e-07
204916_at,0.5610348951728721,1.4266356865967795e-10,1.2782357460569376e-09
204917_s_at,0.7527505327312713,2.205465500747195e-11,2.835798485467383e-10
204918_s_at,0.6631615882049413,1.1222501443348074e-10,1.0524873723153414e-09
204919_at,0.44324101751881884,0.002837201890399696,0.0036520922952906487
204920_at,0.9007116469359104,1.6554907208080785e-12,3.697239322839273e-11
204921_at,0.6161549539862419,3.793455954550455e-07,1.0686419599904903e-06
204922_at,0.8711956678430592,1.0197096739710352e-07,3.3772578277491936e-07
204923_at,0.5700985993352514,5.208750738175847e-14,2.8447694288914808e-12
204924_at,0.6901326636898029,7.507387584306387e-09,3.539173331940441e-08
204925_at,0.6686046960896235,5.780872266213428e-07,1.55180311658877e-06
204926_at,0.8453927434616322,5.649922709636477e-07,1.5210519879621326e-06
204927_at,0.9376840616214048,1.9378666703593619e-13,7.406772386898399e-12
204928_s_at,1.0853439880456488,9.197094488628857e-10,6.029386775231445e-09
204929_s_at,0.7646888362535504,0.0036840938303967503,0.004669131089906199
204930_s_at,0.804423936012129,1.4670734203565325e-08,6.275829722749974e-08
204931_at,1.144878255342551,1.5013175617429005e-07,4.7405213586959124e-07
204932_at,0.3427065385320551,0.06205089757637048,0.06827038713742475
204933_s_at,0.5341955855467075,0.0008618287055291358,0.0012002580653316082
204934_s_at,0.9752065287162743,2.9966233837907563e-09,1.6164066536192065e-08
204935_at,0.9475487895628447,2.1192325221622514e-08,8.607885215337487e-08
204936_at,0.6976364451741581,7.846647725838054e-14,3.8854855838855415e-12
204937_s_at,0.49532309123192597,3.3010443568397224e-06,7.359710406565424e-06
204938_s_at,0.1761668428072518,0.2577008205949106,0.26925246801314734
204939_s_at,0.4216944907626079,0.008172842543289156,0.009900942951558986
204940_at,0.8555415637407702,0.0007471065011154138,0.0010513940990498146
204941_s_at,0.7346666732119269,0.0016391488142228257,0.0021824302717093225
204942_s_at,0.36906648951409515,0.04353249370632069,0.048635475420303026
204943_at,0.4632410272071805,0.00018757183609894625,0.0002924068297042689
204944_at,0.3338944526334622,0.01309511865645487,0.015469462011800715
204945_at,0.6003116716034818,6.38121508022137e-05,0.0001082547511477524
204946_s_at,0.5727256829011598,0.00044419418095835916,0.0006487074933998635
204947_at,0.36436478407716777,0.03652180186702049,0.041151664189058336
204948_s_at,1.1341538472114188,2.413885693076022e-06,5.5664508846955395e-06
204949_at,1.1462442249955274,1.6126881465664258e-06,3.8740329851163935e-06
204950_at,0.7169829231649736,2.706759744466934e-10,2.1618181858765835e-09
204951_at,0.4816664677714879,0.008562197971402601,0.010343803599716138
204952_at,0.6042195852513768,2.134612347964618e-08,8.66561613220907e-08
204953_at,0.5802622547530696,5.087720540297901e-07,1.3859373691865296e-06
204954_s_at,0.524678855392045,4.819076829439633e-07,1.320667679134219e-06
204955_at,0.48022301289383584,0.0008378469427114965,0.0011692705846082718
204956_at,0.9231934875631271,8.360133115859499e-05,0.00013881434144612313
204957_at,0.5596597413676534,0.000279294320867682,0.0004227357255736013
204958_at,0.4943803970460152,0.002932330865538117,0.0037671449222707325
204959_at,0.278235335916893,0.03293115631597489,0.037286837204718926
204960_at,0.581363979750261,0.00019680722994305607,0.00030571317565849555
204961_s_at,0.6376953343059917,2.2834797185031618e-08,9.191253353938936e-08
204962_s_at,1.0597226308276309,4.500876482054706e-07,1.2435589665173593e-06
204963_at,0.5667756586072876,0.00014320441713874175,0.0002278515482447746
204964_s_at,0.9712420136231561,1.1073007017959411e-07,3.63601260508679e-07
204965_at,0.5602169109039927,0.00033385074043217847,0.0004985728451206954
204966_at,0.7679559640216507,0.0005465605006645487,0.0007874697812173891
204967_at,0.598573112795755,4.623292656364451e-13,1.4073883915542224e-11
204968_at,0.6722403326626996,3.2813223287788525e-09,1.7463029723472454e-08
204969_s_at,0.2719751942655506,0.22256425666064442,0.23352636112299946
204970_s_at,0.5583033129944512,0.0018568682022572047,0.002453982216410491
204971_at,0.49861399780566984,0.02105745391545811,0.02432847231804599
204972_at,0.5625254242883706,8.492419623598272e-07,2.183415097180573e-06
204973_at,0.6247190492036303,6.002201637217518e-08,2.132444829493119e-07
204974_at,0.8152127567761696,0.0007975628578582651,0.0011169689624571505
204975_at,0.34210835949057383,0.01569205388261789,0.018384123904646395
204976_s_at,0.4042972168187795,0.010103571506371417,0.012088252303038807
204977_at,0.5700645048876343,4.8868748419074516e-11,5.366891675811915e-10
204978_at,0.3763226975931886,6.462360033649701e-05,0.00010951461603910281
204979_s_at,0.5879686322644533,4.195824254272403e-05,7.365334162435163e-05
204980_at,0.554567976697065,7.195399933449558e-07,1.8862952554947825e-06
204981_at,0.8070457211567241,5.690911144687355e-05,9.749409782199456e-05
204982_at,0.44350632428214,0.014596286199795694,0.017160821262599452
204983_s_at,1.0610666639641781,8.861384394345628e-12,1.367439255257643e-10
204984_at,0.6636019914056845,8.259108529472766e-08,2.8123122763178736e-07
204985_s_at,0.2493624020535279,0.00891947216034757,0.010749775442102054
204986_s_at,0.5876300267252681,0.00035187137064914226,0.0005232049747881248
204987_at,0.7684344641483971,2.2556332566113665e-07,6.772978824561526e-07
204988_at,0.6474276571379747,0.0002104306962549712,0.00032519780876964576
204989_s_at,0.5686647278401811,3.23423943012319e-05,5.806361361701179e-05
204990_s_at,0.39207692411261785,0.0017271100729148482,0.002292422787393469
204991_s_at,0.590112724499142,9.350714990181298e-05,0.00015380673368731813
204992_s_at,0.6351323691633528,3.0480200774117836e-09,1.6401601396997532e-08
204993_at,0.8016239637464047,4.3595505426372567e-10,3.182043098728197e-09
204994_at,0.7532080194482713,1.235001831581493e-06,3.0438608354308604e-06
204995_at,0.913259136340594,1.356619938543019e-10,1.2278457388527252e-09
204996_s_at,0.4027236398613958,0.011608773670939036,0.013788822159356853
204997_at,1.2323746389554104,0.000684292858114847,0.0009696723534100563
204998_s_at,0.7311554683774748,1.4225493472459075e-12,3.301944490070891e-11
204999_s_at,0.6179026987835705,1.6237521948926826e-05,3.098045222946626e-05
205000_at,0.7294981123149133,0.00037775806312630926,0.0005580841291946927
205001_s_at,0.5090607551795685,9.633163765284937e-06,1.935754244583319e-05
205002_at,0.995561892539027,7.117593072352583e-07,1.8678757087649583e-06
205003_at,1.0011312090155666,2.1968683500644253e-11,2.8280079401782546e-10
205004_at,0.6675202164951965,0.0027524588815876806,0.0035505986603229294
205005_s_at,0.7685762662767832,1.6078509176027857e-07,5.03353500890059e-07
